Denier,Changeable Heel,Flare Potential,Shoe Warranty,Handle Type,Ball Quality,Bag Warranty,Bag Style,Brunswick Product Line,Fragrance,Particle Load,Performance,Roto Grip Product Line,Durometer,Viz Style,Changeable Sole,Mass Bias Diff,Finish,Storm Product Line,Brand,Ball Color,Bag Size,RG,Perfect Scale,Factory Finish,Release Date,Core Type,Laces/Easy Strap,Shoe Mfg Part #,Ball Sports League,Gender,Differential,Product ID,OTB Style,Bag Mfg Part #,Ball Warranty,name,Shoe Size Capacity,Coverstock,url,Core Name,Holds Shoes,Lane Condition,Breakpoint Shape,Shoe Color,Bowling Hand (Shoes),Coverstock Name,Bag Color
,,,,,First Quality,,,Polyester,,,Polyester[0],,,,,,High Polish,,Brunswick,Purple Bliss,,2.715,5.0,,05/10/2011,Symmetric,,,,,0.019,9294,,,,Brunswick T Zone Purple Bliss,,Plastic,https://www.bowlingball.com/products/bowling-balls/brunswick/9294/t-zone-purple-bliss.html,,,Dry,,,,,
,,,,,First Quality,,,Polyester,,,Polyester[0],,,,,,High Polish,,Brunswick,Groovy Grape,,2.715,5.0,,06/01/2012,Symmetric,,,,,0.019,10417,,,1 Year,Brunswick T Zone Groovy Grape,,Plastic,https://www.bowlingball.com/products/bowling-balls/brunswick/10417/t-zone-groovy-grape.html,,,Dry,,,,,
,,,,,First Quality,,,Polyester,,,Polyester[0],,,,,,High Polish,,Brunswick,Pink Pearl,,2.715,5.0,,,Symmetric,,,,,,3105,,,,Brunswick T Zone Pink Pearl,,Plastic,https://www.bowlingball.com/products/bowling-balls/brunswick/3105/t-zone-pink-pearl.html,,,Dry,,,,,
,,,,,First Quality,,,Polyester,,,Polyester[0],,,,,,High Polish,,Brunswick,Rainbow Twist,,2.715,5.0,,06/01/2012,Symmetric,,,,,0.019,10418,,,1 Year,Brunswick T Zone Rainbow Twist,,Plastic,https://www.bowlingball.com/products/bowling-balls/brunswick/10418/t-zone-rainbow-twist.html,,,Dry,,,,,
,,"4""-5""",,,First Quality,,,,,,Pro Performance[10],,,,,,Matte,,Hammer,Black/Purple/Blue,,2.50,208.7,800/1000/2000/2000 Abralon,11/18/2010,Asymmetric,,,,,.060,9023,,,,Hammer Taboo,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/9023/taboo.html,High Mass-Bias Gas Mask Core,,Medium-Heavy,,,,Grand Theft Reactive,
,,,,,,,,,,,Pro Performance[10],,,,,0.016,Sanded,,Hammer,Dark Electric Blue/Silver,,2.50,210.1,800/1000/2000/3000 Abralon™ Sanded,09/29/2011,Asymmetric,,,,,0.060,10057,,,,Hammer Taboo Electric Blue/Silver,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/10057/taboo-electric-bluesilver.html,High Mass Bias Gas Mask w/ Flip Block,,Medium-Heavy,,,,GTR II Pearl,
,,,,,First Quality,,,,,,Pro Performance[10],,,,,0.016,Matte,,Hammer,Deep Purple,,2.50,212.3,"800 Abranet, 1000 Abralon, 2000 Abralon, 2000 Abra",09/18/2012,Asymmetric,,,,,0.060,10559,,,,Hammer Taboo Deep Purple,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/10559/taboo-deep-purple.html,High Mass-Bias Gas Mask Core w/ Flip Block,,Medium-Heavy,Hard-Arcing Shape w/ Continuous Backend,,,GTR 4 Pearl,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Matte,,Columbia 300,Hot Pink/Royal Blue/Black,,2.51,196.8,"500, 3000 Abralon",01/07/2014,Symmetric,,,,,.053,11317,,,1 Year,Columbia 300 Take Down,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/11317/take-down-14-only.html,SD Medium RG Core,,Medium,,,,Bring-It Pearl,
,,,,,First Quality,,,,,,Polyester[0],,,,,0.016,High Polish,,Hammer,Red/Yellow/Blue,,2.50,50.00,"800 Abranet, 800 Abranet, 1000 Abralon, 2000 Abral",12/01/2011,Asymmetric,,,,,0.060,10067,,,,Hammer Taboo Spare,,Plastic,https://www.bowlingball.com/products/bowling-balls/hammer/10067/taboo-spare.html,Taboo High Mass Bias Gas Mask,,Dry,,,,Shiny Polyester,
,,,,,First Quality,,,,,,Pro Performance[10],,,,,0.016,Polished,,Hammer,HD Jet Black,,2.50,201.6,"500 Abralon, 1000 Abralon, 2000 Abralon, Powerhous",02/02/2012,Asymmetric,,,,,0.060,10139,,,1 Year,Hammer Taboo Jet Black,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/10139/taboo-jet-black.html,Gas Mask,,Medium-Heavy,Ultra Skid/Flip,,,GTR III Solid,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Brunswick,Magenta,,2.715,5.0,,,,,,,,,4488,,,,Brunswick Target Zone Magenta,,Plastic,https://www.bowlingball.com/products/bowling-balls/brunswick/4488/target-zone-magenta.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Track,Red/Gold/Silver,,2.46,185.9,1000 Polished,06/17/2008,Asymmetric,,,,,0.041,6300,,,,Track Tantrum,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/6300/tantrum.html,Legion,,Medium,Skid / Flip,,,MP GEN 2 Reactive,
,,"5""",,,First Quality,,,,,,,,,,,,Matte,,Lane Masters,Dark Blue / Light Blue / White,,2.562,191.5,800 Matte,,,,,,,.040,6440,,,,Lane Masters Terminator Rebellion,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-masters/6440/terminator-rebellion.html,,,Medium-Heavy,,,,Evolution Solid,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Track,Red/Black,,0.000,189.9,2000 Polished,09/10/2007,Symmetric,,,,,0.041,5626,,,,Track Temper,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/5626/temper.html,Legion,,Medium,Skid / Flip,,,MP GEN 1 Reactive,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Matte,,Columbia 300,Slate,,2.46,125,2000 Abralon,06/19/2012,Symmetric,,,,,.040,10364,,,,Columbia 300 The Classic U2,,Urethane,https://www.bowlingball.com/products/bowling-balls/columbia-300/10364/the-classic-u2-.html,Resurgence Symmetric,,Dry,,,,Pro Urethane,
,,,,,First Quality,,,,,,High Performance[8],,,,,0.024,Matte,,900 Global,Purple,,2.489,189.5,4000 Abralon,03/07/2011,Asymmetric,,,,,0.058,9233,,,,900 Global The Eagle,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/9233/the-eagle-.html,Break Out,,Medium-Heavy,,,,S70 Solid,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,OTB,,,,5.0,,08/08/2012,,,,,,,10554,Batman,,,OTB The Joker (Batman),,Plastic,https://www.bowlingball.com/products/bowling-balls/otb/10554/the-joker-batman.html,,,Dry,,,,,
,,"5 - 6""",,,First Quality,,,,,,High Performance[8],,,,,,Polished,,900 Global,Black/Silver,,2.489,198.4,Halfway 1000 grit w/ Brown Compound,07/01/2008,,,,,,0.058,6913,,,,900 Global The Break S75,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/6913/the-break-s75.html,Break series asymmetric core,,Heavy,Length Strong-move,,,S75â„¢,
,,"3""",,,First Quality,,,,,,High Performance[8],,,,,,Sanded,,Lane #1,Black,,2.567,153.9,1000 Grit Dull,08/31/2007,,,,,,.032,6161,,,1 Year,Lane #1 The Liberator,,Urethane,https://www.bowlingball.com/products/bowling-balls/lane-1/6161/the-liberator.html,Patented Buzzsaw Diamond.,,Medium,,,,BUD Urethane,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,Lane Masters,Green/Gold,,2.614,152.2,,12/01/2003,,,,,,,6221,,,,Lane Masters The Answer,,Particle,https://www.bowlingball.com/products/bowling-balls/lane-masters/6221/the-answer.html,,,Medium-Heavy,,,,,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,Varies,Sanded,,Radical,Black/Yellow Solid,,2.511,232.9,500/1500 Grit Siaair,11/15/2016,Asymmetric,,,,,0.054,13068,,,1 Year,Radical The Fix 14 15 Only,,Solid Reactive,https://www.bowlingball.com/products/bowling-balls/radical/13068/the-fix-14-15-only.html,Shapeshifter Sym/Asym,,Heavy,You Decide!,,,The Fix Solid,
,,1 (Low),,,First Quality,,,,,,Polyester[0],,82-84,,,,High Polish,Ice,Storm,Black/Gold Lightning Bolt,,2.690,5.0,3500-grit Polish,,Symmetric,,,,,.006,7047,,,,Storm Team Storm Lightning Bolt,,Plastic,https://www.bowlingball.com/products/bowling-balls/storm/7047/team-storm-lightning-bolt.html,Traditional 3-piece Core,,Dry,,,,Ultra Clear Solid Polyester,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,Ebonite,Navy/Purple/Green,,2.460,202.5,,02/10/2006,Asymmetric,,,,,,4132,,,,Ebonite The Big One,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/4132/the-big-one.html,,,Medium-Heavy,,,,,
,,"5 - 6""",,,First Quality,,,,,,High Performance[8],,,,,,Polished,,900 Global,Auburn/Silver Pearl,,2.489,180.6,600 Grit sandpaper 2000 Grit Polish,03/01/2008,,,,,,0.058,6915,,,,900 Global The Break Pearl S70,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/6915/the-break-pearl-s70.html,,,Medium,Length Flip,,,S70â„¢,
,,"3""",,,Second,,,,,,High Performance[8],,,,,,Sanded,,Lane #1,Black,,2.567,153.9,1000 Grit Dull,08/31/2007,Symmetric,,,,,.032,7645,,,1 Year,Lane #1 The Liberator 2nd,,Urethane,https://www.bowlingball.com/products/bowling-balls/lane-1/7645/the-liberator-2nd.html,Patented Buzzsaw Diamond.,,Medium,,,,BUD Urethane,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,900 Global,Blue/Orange,,2.551,216.8,"T = performance of 4,000 grit",07/05/2012,Asymmetric,,,,,0.050,10421,,,,900 Global The Look,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/900-global/10421/the-look-.html,High RG Asymmetric,,Medium-Heavy,,,,S75 Hybrid Reactive,
,,,,,,,,,,,,,,,,,,,900 Global,,,,,,,,,,,,,11265,,,,900 Global The Eagle 2nd,,,https://www.bowlingball.com/products/bowling-balls/900-global/11265/the-eagle-2nd.html,,,,,,,,
,,"5 - 6""",,,First Quality,,,,,,,,,,,,Matte,,900 Global,Black/Silver,,2.489,188.2,4000 Grit Abralon,08/01/2007,,,,,,0.058,6914,,,,900 Global The Break,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/6914/the-break.html,,,Medium-Heavy,Length Flip,,,S70â„¢,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,OTB,,,,5.0,,08/08/2012,,,,,,,10555,Batman,,,OTB The Penguin (Batman),,Plastic,https://www.bowlingball.com/products/bowling-balls/otb/10555/the-penguin-batman.html,,,Dry,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,Ebonite,Purple/Teal/Navy Blue,,2.500,200.0,,11/15/2005,Symmetric,,,,,,3874,,,,Ebonite The One - Original,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/3874/the-one-original.html,Centrex Symmetrical Mass Bias,,Medium-Heavy,,,,GB 10.7,
,,,,,First Quality,,,,,,High Performance[8],,,,,0.017,Matte,,900 Global,Red/Blue,,2.551,212.2,NEAT (4500 Grit),07/05/2011,Asymmetric,,,,,0.050,9566,,,,900 Global The NUTS,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/9566/the-nuts.html,,,Medium-Heavy,NUTS Backend,,,S70 Reactive,
,,,,,,,,,,,High Performance[8],,,,,0.017,Polished,,900 Global,Black/Silver Pearl,,2.551,199.8,T = Visual appeal of compound/polish; performance,11/01/2011,Asymmetric,,,,,0.050,10035,,,,900 Global The NUTS Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/10035/the-nuts-pearl.html,,,Medium-Heavy,NUTS Length & Backend,,,S70 Reactive Pearl,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Viz-A-Ball,The Three Stooges,,0.000,5.0,,07/21/2009,,,,,,,7401,,,,Viz-A-Ball The Three Stooges Glow ver1,,Plastic,https://www.bowlingball.com/products/bowling-balls/viz-a-ball/7401/the-three-stooges-glow-2009-6lbs-only.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Pro Performance[10],,,,,,Matte,,Hammer,Black/Violet/Gold,,2.510,205.6,4000 Grit Abralon,10/14/2008,,,,,,.050,6724,,,,Hammer The Sauce,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/6724/the-sauce.html,Contrusion core,,Heavy,Aggressive Mid-Lane with Strong Backend Continuati,,,Aggresive Edge Coverstock,
,,,,,Second,,,,,,Pro Performance[10],,,,,,Matte,,Hammer,Black/Violet/Gold,,2.510,205.6,,10/14/2008,Symmetric,,,,,,6979,,,,Hammer The Sauce X-Out,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/6979/the-sauce-x-out.html,,,Heavy,,,,,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Viz-A-Ball,Three Stooges,,0.000,5.0,,08/15/2006,,,,,,,4558,,,,Viz-A-Ball Three Stooges,,Plastic,https://www.bowlingball.com/products/bowling-balls/viz-a-ball/4558/three-stooges-6-and-8-only.html,,,Dry,,,,,
,,"7""+",,,First Quality,,,,,,Pro Performance[10],Crown,73-75,,,.013,Sanded,,Roto Grip,Two Tone Red/Royal Blue,,2.49,220.0,2000 Abralon,11/23/2010,Asymmetric,,,,,.058,8935,,,,Roto Grip Theory,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/8935/theory-.html,Triliptic Core,,Heavy,,,,Insight Solid Reactive,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.015,Polished,,DV8,Black/Orange/Silver Pearl - Hybrid,,2.505-2.557,231.90,500 Siaair/Royal Compound,10/29/2014,Asymmetric,,,,,0.052,11772,,,2 Year,DV8 Thug,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/dv8/11772/thug-14-15-16-only.html,Thug Medium RG Asymmetric,,Heavy,Skid/Flip,,,Class 13F Hybrid Reactive,
,,,,,First Quality,,,High Performance,,,Advanced Performance[6],,,,,,Sanded,,Brunswick,Dark Blue/Red/Purple Pearl,,2.40,151.00,,,Symmetric,,,,,,6120,,,,Brunswick Thunder Zone - Overseas Release - bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/6120/thunder-zone-overseas-release-bowlingballcom-exclusive.html,,,Medium-Heavy,,,,,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.015,Matte,,DV8,Blue/Violet/Yellow Solid,,2.542,232.70,500/2000 Siaair Micro Pad,1/28/2015,Asymmetric,,,,,0.052,11866,,,2 Year,DV8 Thug Unruly,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dv8/11866/thug-unruly-15lb-only.html,Thug Low RG,,Heavy,,,,Class 13G Reactive Solid,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Viz-A-Ball,Tiger Print,,0.000,5.0,,,,,,,,,1772,,,1 Year,Viz-A-Ball Tiger,,Plastic,https://www.bowlingball.com/products/bowling-balls/viz-a-ball/1772/tiger-16-only.html,,,Dry,,,,,
,,5 - 6 (High),,,First Quality,,,,Grape,,Advanced Performance[6],,74-76 Rex D-scale,,,,Polished,Thunder,Storm,Purple,,0.000,142.5,1500-grit Matte,06/15/2006,Symmetric,,,,,0.058,4988,,,,Storm ThunderStruck Solid,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/4988/thunderstruck-solid.html,Fe Technology,,Medium-Heavy,,,,Reactor Solid Reactive,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.015,Polished,,DV8,Blue/Silver/Neon Green,,2.505,231.8,500 Siaair/Royal Compound,10/27/2015,Asymmetric,,,,,0.052,12403,,,2 Year,DV8 Thug Life,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dv8/12403/thug-life.html,Thug Low RG Asymmetric,,Medium-Heavy,Angular,,,Composite Pearl,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.015,Matte,,DV8,Purple/Silver/Orange,,2.505,232.2,500/4000 Siaair,7/7/2015,Asymmetric,,,,,0.052,12188,,,2 Year,DV8 Thug Corrupt,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/dv8/12188/thug-corrupt-16-only.html,Thug Low RG Asymmetric,,Heavy,Maximum Hook with Maximum Flip,,,Composite Hybrid,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Hammer,Red/Purple/Blue,,2.48,183.9,2000 w/ Factory Finish Polish,05/07/2013,Symmetric,,,,,0.056,10775,,,,Hammer TNBA The Chalk,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/10775/tnba-the-chalk.html,Raw Hammer Assault,,Medium,,,,GTR Pearl,
,,,,,First Quality,,,,,,Performance[4],,,,,,Polished,,Radical,Blue Pearl,,2.533,189.2,,07/11/2011,Symmetric,,,,,.041,9878,,,,Radical Time's Up,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/radical/9878/times-up.html,Bulls-Eye Core,,Medium-Dry,,,,Pearlized,
,,"5"" +",,,First Quality,,,,,,Pro Performance[10],,,,,,Matte,,Lane #1,Camouflage Green/Brown Pearl,,2.571,218.1,2000-grit Abralon,07/12/2010,Symmetric,,,,,.055,8740,,,1 Year,Lane #1 Time Bomb,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/8740/time-bomb.html,Hour Glass Inverted Diamond,,Heavy,,,,Pure Explosion,
,,,,,,,,,,,Performance[4],,,,,,Matte,,Radical,Red/Black Solid,,2.533,145.0,4000 Abralon,02/20/2012,Symmetric,,,,,0.041,10175,,,,Radical Time's Up Solid,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/radical/10175/times-up-solid.html,Bulls-Eye Core,,Medium,,,,Solid,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,Hammer,Navy/Red/Gold,,2.543,188.2,,03/15/2006,,,,,,,4258,,,,Hammer Tomb Raider S.E. - Overseas Release bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/4258/tomb-raider-se-overseas-release-bowlingballcom-exclusive.html,,,Medium,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,Storm,Blue/Red/Bronze,,2.470,179.8,,,,,,,,,6609,,,,Storm Top Agent - Overseas Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/6609/top-agent-overseas-release.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Polished,,Ebonite,Black/Red/Orange,,2.640,68.0,,,,,,,,,3284,,,,Ebonite Tornado Black/Red/Orange,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/3284/tornado-blackredorange.html,Full Pancake with Offset Flip Puck,,Medium,,,,Super Tack Plus Reactive,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Polished,,Ebonite,Green/Purple/Navy,,2.640,68.0,,07/15/2007,,,,,,,5727,,,,Ebonite Tornado Green/Purple/Navy,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/5727/tornado-greenpurplenavy.html,,,Medium,,,,,
,,High,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,Lord Field,Midnight Blue,,2.515,168.5,4000 Abralon Sanded,03/13/2012,Symmetric,,,,,0.044,10237,,,,Lord Field Torment,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lord-field/10237/torment.html,Radical Velocity,,Medium,,,,Micro Burst Reactive,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Polished,,Ebonite,Navy/Red/Gold,,2.640,68.0,,,Symmetric,,,,,,3285,,,,Ebonite Tornado Navy/Red/Gold,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/3285/tornado-navyredgold.html,Full Pancake with Offset Flip Puck,,Medium,,,,Super Tack Plus Reactive,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Polished,,Ebonite,Red/White/Blue,,2.640,104.1,,,,,,,,,2605,,,,Ebonite Tornado Warning Red/White/Blue,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/2605/tornado-warning-redwhiteblue.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,0.0001,High Polish,,DV8,Black/Green,,2.573,192.1,500 Siaair Micro Pad; Rough Buff; High Gloss Polis,12/01/2011,Symmetric,,,,,0.050,10066,,,2 Year,DV8 Too Reckless,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dv8/10066/too-reckless.html,Reckless,,Medium-Heavy,Angular,,,Class 3L Reactive,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Sanded,,Ebonite,Navy/Orange Sanded,,2.640,109.4,,,,,,,,,3286,,,,Ebonite Tornado Warning Navy/Orange Sanded,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/3286/tornado-warning-navyorange-sanded.html,Traditional 3-piece pancake core,,Dry,,,,Detonator Plus reactive resin,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Radical,Blue/Purple/Gold,,2.48,181.9,500 Siaair with Rough Buff,03/15/2013,Symmetric,,,,,0.047,10745,,,1 Year,Radical Torrid Elite,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/radical/10745/torrid-elite.html,Low RG Symmetric,,Medium-Dry,,,,,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Hammer,Carbon Fiber,,,5.0,800/800/1000/2000 Abralon w/ Factory Finish Polish,06/30/2014,Symmetric,,,,,,11461,,,1 Year,Hammer Tough Carbon Fiber,,Plastic,https://www.bowlingball.com/products/bowling-balls/hammer/11461/tough-carbon-fiber.html,Pancake,,Dry,,,,Clear Polyester w/ Hydro-Graphics,
,,,,,First Quality,,,,,,Polyester[0],,,,,,Polished,,Hammer,Muddy Girl Camo,,,5.0,800/800/1000/2000 Abralon w/Factory Finish Polish,,Symmetric,,,,,,12043,,,,Hammer Tough Muddy Girl Camo,,Plastic,https://www.bowlingball.com/products/bowling-balls/hammer/12043/tough-muddy-girl-camo.html,,,Dry,,,,Clear Polyester w/Hydro-Graphics,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,Morich,Deep Purple w/Neon Yellow and,,2.514,159.0,,,,,,,,,2521,,,,Morich Total Annihilation,,Particle,https://www.bowlingball.com/products/bowling-balls/morich/2521/total-annihilation.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,High Polish,,Radical,Dark Red/Light Red Solid,,2.48,183.9,"500, 1000, 2000 Siaair, High Gloss",07/31/2013,Symmetric,,,,,0.047,10994,,,1 Year,Radical Torrid Affair,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/radical/10994/torrid-affair.html,Low RG Symmetric Core,,Medium-Dry,,,,EZ-Use Performance Solid,
,,"2-3"" (Medium)",,,First Quality,,,,,,Performance[4],,76-78,,,,Matte,Hot,Storm,Black,,2.580,136.0,2000-grit,,Symmetric,,,,,.011,7342,,,,Storm Tour Block NU,,Urethane,https://www.bowlingball.com/products/bowling-balls/storm/7342/tour-block-nu.html,,,Dry,,,,U-2008,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,Brunswick,Orange/Purple/Red Pearl,,2.300,201.5,,12/07/2006,Symmetric,,,,,,4934,,,,Brunswick Total Inferno,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/4934/total-inferno.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Ebonite,Purple Fury,,2.500,94.3,,,,,,,,,1806,,,,Ebonite TPC Shooter XL,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/1806/tpc-shooter-xl.html,,,Medium,,,,,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Viz-A-Ball,Disney Toy Story,,0.000,5.0,,,,,,,,,1995,,,1 Year,Viz-A-Ball Toy Story,,Plastic,https://www.bowlingball.com/products/bowling-balls/viz-a-ball/1995/toy-story-14-only.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,OTB,Megatron,,,5.0,,01/26/2010,,,,,,,7972,Transformers,,,OTB Transformers Megatron,,Plastic,https://www.bowlingball.com/products/bowling-balls/otb/7972/transformers-megatron-6-only-last-one.html,,,Dry,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,900 Global,Blue/Silver Hybrid,,2.505,216.4,"E = performance of 1,500 grit",01/09/2012,Symmetric,,,,,0.054,10112,,,,900 Global Train,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/900-global/10112/train.html,Combustion,,Medium-Heavy,,,,S76,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,OTB,Optimus Prime,,,5.0,,01/26/2010,,,,,,,7970,Transformers,,,OTB Transformers Optimus Prime,,Plastic,https://www.bowlingball.com/products/bowling-balls/otb/7970/transformers-optimus-prime.html,,,Dry,,,,,
